Land-River Segment,FIPS,County,Tributary Basin,Major Basin,Source Sector,"Total N, 1985 (lb.)","Total N, 2007 (lb.)","Total N, 2009 (lb.)","Total N, 2010 (lb.)","Total N, 2011 (lb.)","Total N, 2012 (lb.)","Total N, 2013 (lb.)","Total N, 2014 (lb.)","Total N, 2015 (lb.)","Total N, 2016 (lb)","Total N Target, 2017 (lb.)",Total N Target 2025 (lb.)
A24045EL2_4634_0000,24045,WICOMICO,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,11.24868011,9.887201309,9.887201309,9.887201309,9.887201309,9.887201309,9.887201309,9.887201309,9.887201309,9.887201309,9.887201347,9.887201373
A24045EL2_4634_0000,24045,WICOMICO,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,389.5664063,484.844696,508.3479004,511.1817932,510.4356995,516.1035156,664.3468018,226.0357971,229.8672028,231.3975067,384.5256247,301.9774409
A24045EL2_4634_0000,24045,WICOMICO,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,2936.531319,3291.597962,3164.129547,3194.214195,3208.951805,3271.531754,2425.584778,2452.779541,2444.619019,2436.135254,2681.575622,2359.873005
A24045EL2_4634_0000,24045,WICOMICO,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,6.090030193,6.090030193,6.090030193,6.090030193,3888.357719,6480.596198
A24045EL2_5110_5270,24045,WICOMICO,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,109978.7713,51225.92621,45948.38184,40531.81658,39902.86773,47285.97132,37230.36366,47076.43729,44745.90442,41130.71594,49406.786,51712.38878
A24045EL2_5110_5270,24045,WICOMICO,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,3837.26297,5436.483765,5589.286179,5789.089752,5875.290039,5945.021637,6126.328277,5286.921784,5508.957764,5608.832291,5670.042944,5723.880788
A24045EL2_5110_5270,24045,WICOMICO,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,24.31851959,21.37513924,21.37513924,21.37513924,21.37513924,21.37513924,21.37513924,21.37513924,21.37513924,21.37513924,21.37513633,21.37513439
A24045EL2_5110_5270,24045,WICOMICO,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,1027.791992,1076.753052,1079.452026,1095.677979,1113.813965,1322.532959,1331.969971,1317.16394,1327.208984,924.9961121,823.8248188
A24045EL2_5110_5270,24045,WICOMICO,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,1446.559462,1792.581367,1601.86186,1569.638794,1724.724381,1607.010864,1646.45581,1694.587034,1711.905888,1712.637955,1486.806211,1410.102445
A24045EL2_5110_5270,24045,WICOMICO,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24045EL2_5270_0001,24045,WICOMICO,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,376501.4464,175368.1222,157299.094,138758.1839,136258.8418,161475.2981,127167.4577,160988.8164,153299.7938,140918.283,163363.7605,167406.8715
A24045EL2_5270_0001,24045,WICOMICO,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,26664.83618,30578.40735,31009.17932,31878.43592,32199.63342,32332.06861,33118.51501,29987.88305,30946.24561,31130.75916,31391.56487,31646.48857
A24045EL2_5270_0001,24045,WICOMICO,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,365.7506104,321.4820862,321.4820862,321.4820862,321.4820862,321.4820862,321.4820862,321.4820862,321.4820862,321.4820862,321.4820914,321.4820948
A24045EL2_5270_0001,24045,WICOMICO,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,3900.840088,5324.628906,5415.01709,5353.400879,5398.501953,5456.888184,6321.231934,4491.726074,4479.794922,4487.626953,4487.147742,3868.568177
A24045EL2_5270_0001,24045,WICOMICO,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,13392.72463,15762.00145,15175.22269,15242.42537,15659.48351,15907.18137,15214.46475,15677.87527,15976.28989,15956.6153,14020.64124,13250.92028
A24045EL2_5270_0001,24045,WICOMICO,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,1234.71106,6119.385051,8151.104289,7270.346965,7679.635051,8104.274211,8345.153117,5213.384074,6676.220988,6739.733195,6994.195596,6222.923134
A24047EL0_5271_0000,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,201405.3414,110288.4112,102589.5162,137147.9598,131728.4799,116389.1307,109412.1918,125956.3448,122722.1779,124002.7501,104563.091,105878.8075
A24047EL0_5271_0000,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,22516.22681,23105.81335,22805.17792,23350.24134,23265.62927,23027.88257,24912.49609,23350.43194,23129.5946,25430.61157,22945.59949,23039.21386
A24047EL0_5271_0000,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,1802.824951,1509.415039,1509.415039,1509.415039,1509.415039,1509.415039,1509.415039,1509.415039,1509.415039,1509.415039,1509.415029,1509.415022
A24047EL0_5271_0000,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,747.6555176,1340.240967,1497.05603,1574.517944,1622.218994,1672.659058,2034.062012,1127.540039,1112.53894,1102.234985,1144.60688,909.6407793
A24047EL0_5271_0000,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,5733.6329,14233.732,6677.364491,7564.831524,7631.955318,14964.78679,11394.06755,12563.97783,12516.12871,12440.94097,6096.971893,5710.043495
B24001PU1_3940_3970,24001,ALLEGANY,Upper Potomac,Potomac River Basin,Non-Tidal Atm,30.11447906,14.04765987,14.04765987,14.04765987,14.04765987,14.04765987,14.04765987,14.04765987,14.04765987,14.04765987,14.04765822,14.04765712
A24047EL0_5271_0000,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,37884.76953,34381.57714,31865.36718,23174.36816,18345.49706,17912.35839,8382.392833,1745.891734,1987.406749,1641.67567,16443.36666,6162.032978
A24047EL1_5430_0001,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,11818.62598,6472.427051,4879.116842,6856.050626,6338.04975,5597.99063,5174.037263,6095.340235,5931.477628,5953.221206,6036.908995,6808.77043
A24047EL1_5430_0001,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,15167.29871,14725.38379,14426.72577,14795.38959,14800.1012,14592.01496,14797.66944,14521.39313,14354.5191,15640.70044,14591.61426,14701.53991
A24047EL1_5430_0001,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,0,0
A24047EL1_5430_0001,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,441.4136963,457.5456848,467.4729004,472.446991,479.9059143,670.6799927,748.2437744,764.0145874,757.2885132,376.856364,323.0634834
A24047EL1_5430_0001,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,831.1978188,739.8154182,708.9382191,712.8606396,774.4686508,722.8936786,1172.552719,923.9075318,773.2486267,771.8338165,648.625072,608.4163073
A24047EL1_5430_0001,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24047EL1_5570_0001,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,70337.29025,38516.31334,29032.16959,40790.48955,37698.35701,33307.82978,30779.58025,36250.50292,35304.75263,35389.22515,36932.30803,42199.06699
A24047EL1_5570_0001,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,29977.87646,29596.2893,29011.75342,29757.49219,29786.03027,29339.10572,30118.00317,29311.61828,28955.57617,31606.94434,29374.13669,29615.72554
A24047EL1_5570_0001,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,34.20843124,28.64100075,28.64100075,28.64100075,28.64100075,28.64100075,28.64100075,28.64100075,28.64100075,28.64100075,28.64100305,28.64100458
A24047EL1_5570_0001,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,723.2659302,771.9869995,794.5115967,808.772583,823.0009766,1103.744019,1056.80603,1040.886963,1029.063965,650.1617578,568.94493
A24047EL1_5570_0001,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,1730.333153,1313.557932,1247.085922,1275.282183,1292.012583,1553.180969,1284.481018,1309.031524,1307.097778,1305.195618,1164.075639,1108.735451
A24047EL1_5570_0001,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24047EL1_5660_0000,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,134036.0227,73396.46139,55333.91564,77725.55708,71646.79029,63479.88242,58650.74608,69075.9794,67279.82128,67422.93606,59007.7489,61456.97106
A24047EL1_5660_0000,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,19761.6062,20221.44617,19859.36468,20390.42309,20373.52344,20095.13813,20980.95899,20094.33923,19877.91925,21799.08618,19984.71851,20068.28773
A24047EL1_5660_0000,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,1045.640015,875.4625244,875.4625244,875.4625244,875.4625244,875.4625244,875.4625244,875.4625244,875.4625244,875.4625244,875.4625226,875.4625214
A24047EL1_5660_0000,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,1970.365967,2038.871948,2069.675049,2093.294922,2116.970947,2478.468994,2170.718994,2148.36499,2159.216064,1534.025401,1197.461037
A24047EL1_5660_0000,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,2120.482075,2416.749626,2312.404637,2287.531278,2690.078354,2736.857603,2479.345196,2523.564865,2537.498512,2532.950062,1939.314948,1690.588488
A24047EL1_5660_0000,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24047EL2_5110_5270,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,33804.30078,18511.43784,13951.57445,19603.47209,18134.42719,16009.70754,14792.64103,17422.41233,16967.10245,17004.25752,18418.16499,21395.89201
A24047EL2_5110_5270,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,3416.847168,3524.529236,3467.01973,3549.51619,3550.04419,3502.533417,3866.920395,3677.843689,3643.877441,4008.229492,3514.89585,3546.813263
A24047EL2_5110_5270,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,0,0
A24047EL2_5110_5270,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,113.7248993,120.8990021,124.6508026,126.946701,129.4432983,222.072403,190.3419952,190.9685059,189.7693939,104.183291,93.03948358
A24047EL2_5110_5270,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,724.6244393,984.6835441,917.7555065,1011.478806,1044.58577,1036.572876,454.378315,438.7321606,416.6076965,415.045105,914.2979737,911.9929519
A24047EL2_5270_0001,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,302548.1042,165672.2581,124896.9951,175452.3408,161651.4879,143276.149,132382.3028,155910.6331,151860.2001,152207.5713,157413.0562,179090.4303
A24047EL2_5270_0001,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,40054.71948,40871.98999,40161.23401,41144.1543,41196.89111,40595.73913,42767.24097,40798.00036,40374.53418,44318.01221,40645.21655,40967.87158
A24047EL2_5270_0001,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,648.2473755,542.7451782,542.7451782,542.7451782,542.7451782,542.7451782,542.7451782,542.7451782,542.7451782,542.7451782,542.7451678,542.7451608
A24047EL2_5270_0001,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,1896.562012,2525.645996,2649.394043,2713.833984,2757.519043,2799.128906,3183.691895,2089.221924,2064.35791,2048.806885,2210.517733,1917.933526
A24047EL2_5270_0001,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,7856.61869,9172.777435,8771.918456,9604.394943,9380.99199,9827.172043,8182.793014,8527.876999,8555.068573,8521.947258,8506.712886,8329.909172
A24047EL2_5270_0001,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,32.41120148,32.41120148,32.41120148,32.41120148,32.41120148,32.38901901,32.38901901,32.38901901,32.38901901,32.38192929,32.36241449
A24047EL3_5870_0000,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,274944.797,150557.0811,113499.4306,159446.5788,147878.4723,130210.2928,120305.536,141687.9954,138004.5135,138314.0896,121046.3635,126077.6521
A24047EL3_5870_0000,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,51254.07666,51800.40357,50855.61988,52135.46264,52173.50977,51470.75684,53447.61035,51427.55395,50861.99243,55703.02539,51174.58796,51387.23334
A24047EL3_5870_0000,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,1678.265991,1405.128052,1405.128052,1405.128052,1405.128052,1405.128052,1405.128052,1405.128052,1405.128052,1405.128052,1405.128072,1405.128085
A24047EL3_5870_0000,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,2927.403076,3156.823975,3344.400879,3418.266113,3446.275879,3485.937988,3798.766113,2976.287109,2956.631104,2926.294922,2530.677585,1988.195389
A24047EL3_5870_0000,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,7014.246612,7304.910461,7040.583611,7539.919372,7963.429138,7626.273499,7203.508899,7378.435913,7350.962036,7319.497925,6179.676648,5605.738672
A24047EL3_5870_0000,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,36.1598587,48.33991909,48.33991909,12.18006039,12.18006039,12.18006039,12.18006039,12.18006039,12.18006039,12.18006039,26.63800229,12.17005776
A24047EL3_5970_0000,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,33950.58861,18591.31921,14687.85759,20393.40297,18970.30878,16806.57788,15592.66861,18255.19134,17786.41936,17862.04715,15485.94561,16018.00429
A24047EL3_5970_0000,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,4695.334595,4087.406113,4116.592987,4083.306031,4021.511032,3936.141907,4791.684478,4475.503051,4443.275764,4881.362671,4136.90024,4150.438409
A24047EL3_5970_0000,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,2648.501953,2217.458008,2217.458008,2217.458008,2217.458008,2217.458008,2217.458008,2217.458008,2217.458008,2217.458008,2217.458006,2217.458005
A24047EL3_5970_0000,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,1624.187988,1996.387939,2106.737061,2129.322998,2159.738037,2181.523926,3291.74292,1829.234009,1823.297974,1803.685059,1593.127406,1250.720969
A24047EL3_5970_0000,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,11776.32851,11982.34328,11386.469,12796.47315,13153.69202,13416.14234,9980.120117,10302.7102,10256.53589,10203.80005,10305.99343,9585.676378
A24047EL3_5970_0000,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,5086.551758,20063.45127,13783.46103,13716.80185,15156.62119,13404.9913,21304.06803,18619.16764,14999.19791,20083.6774,16262.49664,17915.18704
A24047EL3_5971_0000,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,39934.05826,21868.28387,17269.86731,23985.70135,22315.10685,19762.97193,18336.77673,21477.81818,20920.8583,21015.32516,18211.12818,18838.63543
A24047EL3_5971_0000,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,7607.148316,7720.433655,7579.52649,7777.89624,7789.407379,7686.100922,7972.572448,7679.095062,7593.914963,8315.087769,7627.346859,7659.227106
A24047EL3_5971_0000,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,1393.082031,1166.358032,1166.358032,1166.358032,1166.358032,1166.358032,1166.358032,1166.358032,1166.358032,1166.358032,1166.35803,1166.358029
A24047EL3_5971_0000,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,0,196.9214935,198.9371948,200.2158966,196.3807068,195.4929047,442.2445984,415.1430054,412.8035889,407.1581116,148.9845787,115.6828347
A24047EL3_5971_0000,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,2226.537521,2053.176674,2010.98108,2010.365967,2005.750672,1996.622864,1998.635682,2017.720002,2014.814667,2011.428589,1731.644929,1545.420829
A24047EL3_5971_0000,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,0,0,0,0,0,0,0,0,0,0,0,
A24047EL3_5972_0000,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Agriculture,161101.881,88217.95877,69683.99787,96765.08889,90027.86445,79731.21879,73971.60262,86641.76165,84405.71123,84760.30885,73476.77026,76005.28519
A24047EL3_5972_0000,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Forest,15384.11987,16160.7956,15936.7392,16329.92981,16352.19824,16129.71033,17158.37726,16237.74469,16085.57947,17708.7937,16036.04993,16102.25709
A24047EL3_5972_0000,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Non-Tidal Atm,268.7796021,225.0357056,225.0357056,225.0357056,225.0357056,225.0357056,225.0357056,225.0357056,225.0357056,225.0357056,225.0357051,225.0357048
A24047EL3_5972_0000,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Septic,1289.467041,1376.918945,1432.536011,1463.858032,1464.040039,1476.786011,1599.732056,1192.344971,1184.389038,1173.176025,1080.476468,845.7701066
A24047EL3_5972_0000,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Stormwater,3793.610408,4546.540081,3970.854822,4362.726948,4375.78759,4445.629963,3805.496032,3918.52451,3905.241604,3890.140443,3561.739799,3288.996451
A24047EL3_5972_0000,24047,WORCESTER,Lower Eastern Shore,Eastern Shore of Chesapeake Bay,Wastewater,548.8861084,0.609612584,4.14893198,6.699642181,6.699642181,6.699642181,6.090030193,6.090030193,6.090030193,6.090030193,5.67605732,6.69414088
A24510WM0_3650_0001,24510,BALTIMORE CITY,Patapsco/Back,Western Shore of Chesapeake Bay,Agriculture,0,0,0,0,0,0,0,0,0,0,0,0
A24510WM0_3650_0001,24510,BALTIMORE CITY,Patapsco/Back,Western Shore of Chesapeake Bay,Forest,760.3979988,530.0309887,511.701149,407.3323764,376.5930271,338.4834814,270.1131764,324.1528931,414.2972107,417.1483841,512.293183,512.6878724
A24510WM0_3650_0001,24510,BALTIMORE CITY,Patapsco/Back,Western Shore of Chesapeake Bay,Non-Tidal Atm,201.3186035,95.67333221,95.67333221,95.67333221,95.67333221,95.67333221,95.67333221,95.67333221,95.67333221,95.67333221,95.67333089,95.67333001
A24510WM0_3650_0001,24510,BALTIMORE CITY,Patapsco/Back,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24510WM0_3650_0001,24510,BALTIMORE CITY,Patapsco/Back,Western Shore of Chesapeake Bay,Stormwater,43684.50306,33986.79559,33082.58837,33403.21949,32971.05494,33009.4342,32985.4502,32764.03589,32238.19803,32178.5188,29332.97492,26833.23261
A24510WM0_3650_0001,24510,BALTIMORE CITY,Patapsco/Back,Western Shore of Chesapeake Bay,Wastewater,7.589424133,7.589424133,262.5863037,262.5863037,262.5863037,262.5863037,0,0,0,0,262.4538307,262.3655154
A24510WM0_3740_0001,24510,BALTIMORE CITY,Patapsco/Back,Western Shore of Chesapeake Bay,Agriculture,0,0,0,0,0,0,0,0,0,0,0,0
A24510WM0_3740_0001,24510,BALTIMORE CITY,Patapsco/Back,Western Shore of Chesapeake Bay,Forest,710.3735428,436.4718589,399.1143341,193.7840062,156.8612624,85.5118885,447.4517593,278.296814,439.1955605,439.1192665,395.8174374,393.6195062
A24510WM0_3740_0001,24510,BALTIMORE CITY,Patapsco/Back,Western Shore of Chesapeake Bay,Non-Tidal Atm,976.9556885,464.2820129,464.2820129,464.2820129,464.2820129,464.2820129,464.2820129,464.2820129,464.2820129,464.2820129,464.2819711,464.2819433
A24510WM0_3740_0001,24510,BALTIMORE CITY,Patapsco/Back,Western Shore of Chesapeake Bay,Stormwater,100188.692,78512.05023,76480.00616,76253.02539,74963.96411,75294.64771,73228.30078,73648.33581,72523.73047,72508.89063,65277.12353,57808.53511
A24510WM0_3740_0001,24510,BALTIMORE CITY,Patapsco/Back,Western Shore of Chesapeake Bay,Wastewater,0,0,4.557085991,5.318055153,5.318055153,5.318055153,5.31867981,5.31867981,5.31867981,5.31867981,5.011422084,5.314312813
A24510WM0_3741_0000,24510,BALTIMORE CITY,Patapsco/Back,Western Shore of Chesapeake Bay,Agriculture,0,0,0,0,0,0,0,0,0,0,0,0
A24510WM0_3741_0000,24510,BALTIMORE CITY,Patapsco/Back,Western Shore of Chesapeake Bay,Forest,42.43150163,14.37171084,14.34293571,15.80890036,15.80890036,15.54292911,20.65275562,5.637794971,6.417079151,6.415120304,14.39249891,14.42554104
A24510WM0_3741_0000,24510,BALTIMORE CITY,Patapsco/Back,Western Shore of Chesapeake Bay,Non-Tidal Atm,0,0,0,0,0,0,0,0,0,0,0,0
A24510WM0_3741_0000,24510,BALTIMORE CITY,Patapsco/Back,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24510WM0_3741_0000,24510,BALTIMORE CITY,Patapsco/Back,Western Shore of Chesapeake Bay,Stormwater,1833.466369,1563.098267,1530.820892,1469.497223,1445.648895,1450.616699,1440.929382,1484.018286,1476.995667,1474.373993,1169.724035,928.9927964
A24510WM0_3960_0000,24510,BALTIMORE CITY,Patapsco/Back,Western Shore of Chesapeake Bay,Forest,0,0,0.621764123,1.028795004,0.97392571,2.523976088,59.16167617,51.30648041,58.13482451,58.10348678,0.621764127,0.62176413
A24510WM0_3960_0000,24510,BALTIMORE CITY,Patapsco/Back,Western Shore of Chesapeake Bay,Non-Tidal Atm,936.1760864,444.9023132,444.9023132,444.9023132,444.9023132,444.9023132,444.9023132,444.9023132,444.9023132,444.9023132,444.9023161,444.902318
A24510WM0_3960_0000,24510,BALTIMORE CITY,Patapsco/Back,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24510WM0_3960_0000,24510,BALTIMORE CITY,Patapsco/Back,Western Shore of Chesapeake Bay,Stormwater,121053.7544,94792.53308,86965.76318,87570.479,86200.65918,90003.06641,87684.38086,87422.27734,87176.17773,87317.06055,70409.69982,59372.32424
A24510WM0_3960_0000,24510,BALTIMORE CITY,Patapsco/Back,Western Shore of Chesapeake Bay,Wastewater,21318.19485,21058.49023,17905.19922,17909.80078,17909.80078,17909.80078,325.3384094,325.3384094,325.3384094,808.9533081,12937.97415,9626.490763
A24510WM0_3961_0000,24510,BALTIMORE CITY,Patapsco/Back,Western Shore of Chesapeake Bay,Agriculture,0,0,0,0,0,0,0,0,0,0,0,0
A24510WM0_3961_0000,24510,BALTIMORE CITY,Patapsco/Back,Western Shore of Chesapeake Bay,Forest,291.4942913,202.6565332,171.5079022,237.2504883,237.2113953,231.8993845,251.5635824,209.2960052,222.1451778,222.1372738,173.1681504,174.2749826
A24510WM0_3961_0000,24510,BALTIMORE CITY,Patapsco/Back,Western Shore of Chesapeake Bay,Non-Tidal Atm,511.1048889,242.8941956,242.8941956,242.8941956,242.8941956,242.8941956,242.8941956,242.8941956,242.8941956,242.8941956,242.8941963,242.8941967
A24510WM0_3961_0000,24510,BALTIMORE CITY,Patapsco/Back,Western Shore of Chesapeake Bay,Septic,224.8643951,83.5210495,84.94876099,85.66262054,79.52346039,73.45570374,0,0,0,0,61.0326884,45.08864
A24510WM0_3961_0000,24510,BALTIMORE CITY,Patapsco/Back,Western Shore of Chesapeake Bay,Stormwater,20913.70857,18745.65636,15493.05949,14929.58056,14562.69384,17215.21166,17228.00757,17289.49437,17260.15795,17282.00805,12120.02243,9871.331064
A24510WM0_3961_0000,24510,BALTIMORE CITY,Patapsco/Back,Western Shore of Chesapeake Bay,Wastewater,4104749,1373040.813,1696878.688,1657799,1503248.094,1276703.297,1400574.797,1548324.594,1616373.5,1655467.813,1171855.112,821839.3942
A24510WM0_3962_0000,24510,BALTIMORE CITY,Patapsco/Back,Western Shore of Chesapeake Bay,Agriculture,0,0,0,0,0,0,0,0,0,0,0,0
A24510WM0_3962_0000,24510,BALTIMORE CITY,Patapsco/Back,Western Shore of Chesapeake Bay,Forest,141.7618074,124.0502157,123.5791025,136.08848,136.08848,132.8755231,114.5248275,109.299202,115.9138856,115.909987,124.0071389,124.2924964
A24510WM0_3962_0000,24510,BALTIMORE CITY,Patapsco/Back,Western Shore of Chesapeake Bay,Non-Tidal Atm,333.9862061,158.721405,158.721405,158.721405,158.721405,158.721405,158.721405,158.721405,158.721405,158.721405,158.7214021,158.7214002
A24510WM0_3962_0000,24510,BALTIMORE CITY,Patapsco/Back,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24510WM0_3962_0000,24510,BALTIMORE CITY,Patapsco/Back,Western Shore of Chesapeake Bay,Stormwater,5793.515732,4325.109985,4218.53605,4100.062606,4014.363109,4026.992104,4144.567056,4109.803139,4096.36515,4095.210976,3282.624863,2658.684072
A24510WM0_3962_0000,24510,BALTIMORE CITY,Patapsco/Back,Western Shore of Chesapeake Bay,Wastewater,5158.649902,5158.649902,5158.649902,5158.649902,5158.649902,5158.649902,12654.54004,12654.54004,12654.54004,7247.837891,3913.3365,3083.127565
A24510WM0_3964_0000,24510,BALTIMORE CITY,Patapsco/Back,Western Shore of Chesapeake Bay,Agriculture,0,0,0,0,0,0,0,0,0,0,0,0
A24510WM0_3964_0000,24510,BALTIMORE CITY,Patapsco/Back,Western Shore of Chesapeake Bay,Forest,0,0,0.115549102,0.194001302,0.194001302,0.687822819,0.593761623,0.001959609,0.725055397,0.71917659,0.115549102,0.115549102
A24510WM0_3964_0000,24510,BALTIMORE CITY,Patapsco/Back,Western Shore of Chesapeake Bay,Non-Tidal Atm,30.35409927,14.42529011,14.42529011,14.42529011,14.42529011,14.42529011,14.42529011,14.42529011,14.42529011,14.42529011,14.42529016,14.4252902
A24510WM0_3964_0000,24510,BALTIMORE CITY,Patapsco/Back,Western Shore of Chesapeake Bay,Septic,0,0,0,0,0,0,0,0,0,0,0,0
A24510WM0_3964_0000,24510,BALTIMORE CITY,Patapsco/Back,Western Shore of Chesapeake Bay,Stormwater,20301.66638,14819.54321,14381.16748,14161.02869,13800.19263,13818.61841,13878.10473,13820.6853,13780.14746,13798.71045,11366.15715,9356.150256
